Linkage_Group	Linkage-Position	Marker_ID	Scaffold_ID	Marker_Pos	Genetic_distance	Marker_type	Gene	GeneStart	GeneEnd
Pm3	18547161	fheter_104711	scaffold99	3576	71.555	<nnxnp>	None	None	None
Pm3	18639451	fheter_109013	scaffold114	82282	73.21	<nnxnp>	Pm012314	18635473	18641883
Pm3	18782243	mheter_106349	scaffold249	113600	74.758	<lmxll>	None	None	None
Pm3	18815376	mheter_115218	scaffold249	80467	73.331	<lmxll>	None	None	None
Pm3	18856006	fheter_106696	scaffold249	39837	75.47	<nnxnp>	Pm012337	18850597	18857446
Pm3	18921860	hk_hk2212	scaffold233	598615	71.04	<hkxhk>	None	None	None
Pm3	19016561	fheter_98421	scaffold233	503914	73.353	<nnxnp>	Pm012353	19016423	19020847
Pm3	19474953	fheter_106695	scaffold233	45522	73.583	<nnxnp>	None	None	None
Pm3	19507504	hk_hk2930	scaffold233	12971	70.809	<hkxhk>	None	None	None
Pm3	19553482	fheter_101805	scaffold406	31951	73.731	<nnxnp>	None	None	None
Pm3	19564927	mheter_110718	scaffold406	20506	72.502	<lmxll>	None	None	None
Pm3	19574563	mheter_115274	scaffold406	10870	72.068	<lmxll>	None	None	None
Pm3	19885011	mheter_112271	scaffold124	299480	75.258	<lmxll>	None	None	None
Pm3	20113041	mheter_113725	scaffold124	527510	73.818	<lmxll>	None	None	None
Pm3	20177781	mheter_114357	scaffold124	592250	73.905	<lmxll>	None	None	None
Pm3	20203341	fheter_106558	scaffold46	51394	74.094	<nnxnp>	None	None	None
Pm3	20385812	fheter_106026	scaffold47	63591	74.124	<nnxnp>	None	None	None
Pm3	20445287	mheter_114727	scaffold47	4116	72.729	<lmxll>	None	None	None
Pm3	20475286	fheter_106965	scaffold123	618110	4.204	<nnxnp>	None	None	None
Pm3	20587490	fheter_106637	scaffold123	505906	3.06	<nnxnp>	Pm012474	20586110	20587860
Pm3	21018954	fheter_107854	scaffold123	74442	75.162	<nnxnp>	Pm012555	21018482	21019720
Pm3	21070822	mheter_113145	scaffold123	22574	74.144	<lmxll>	Pm012563	21068430	21070848
Pm3	21097049	fheter_106242	scaffold24	3555	79.004	<nnxnp>	None	None	None
Pm3	21561767	mheter_110901	scaffold24	468273	74.255	<lmxll>	Pm012620	21561081	21563394
Pm3	21620817	mheter_108267	scaffold24	527323	76.98	<lmxll>	None	None	None
Pm3	21649941	hk_hk2396	scaffold17	499266	74.647	<hkxhk>	Pm012628	21645040	21650451
Pm3	21884319	mheter_114837	scaffold17	264888	74.387	<lmxll>	None	None	None
Pm3	22003538	mheter_113008	scaffold17	145669	75.037	<lmxll>	None	None	None
Pm3	22153523	hk_hk1802	scaffold271	126881	74.452	<hkxhk>	None	None	None
Pm3	22234485	fheter_105096	scaffold271	45919	76.289	<nnxnp>	None	None	None
Pm3	22463049	fheter_102635	scaffold51	8437	74.984	<nnxnp>	Pm012693	22462820	22465207
Pm3	22615794	fheter_104514	scaffold51	161182	75.329	<nnxnp>	Pm012709	22615592	22618284
Pm3	22645675	mheter_109809	scaffold29	164622	72.431	<lmxll>	None	None	None
Pm3	22720380	mheter_106975	scaffold29	89917	76.276	<lmxll>	Pm012720	22720358	22720612
Pm3	22731437	mheter_107100	scaffold29	78860	75.453	<lmxll>	None	None	None
Pm3	22815089	fheter_106089	scaffold354	372517	75.623	<nnxnp>	None	None	None
Pm3	23056109	fheter_103485	scaffold354	131497	76.845	<nnxnp>	None	None	None
Pm3	23175562	mheter_114321	scaffold354	12044	73.75	<lmxll>	None	None	None
Pm3	23273667	mheter_107011	scaffold173	85963	79.223	<lmxll>	None	None	None
Pm3	23288408	hk_hk2424	scaffold173	100704	77.45	<hkxhk>	None	None	None
Pm3	23370734	fheter_100245	scaffold173	183030	77.826	<nnxnp>	None	None	None
Pm3	23520666	fheter_107174	scaffold706	29209	74.954	<nnxnp>	Pm012772	23518906	23528949
Pm3	23536037	fheter_100493	scaffold706	44580	75.857	<nnxnp>	None	None	None
Pm3	23606025	mheter_109310	scaffold706	114568	77.908	<lmxll>	None	None	None
Pm3	23726122	hk_hk1508	scaffold168	94625	76.088	<hkxhk>	None	None	None
Pm3	23908457	fheter_102626	scaffold168	276960	77.976	<nnxnp>	Pm012798	23907926	23910705
Pm3	24428653	fheter_102726	scaffold168	797156	78.413	<nnxnp>	None	None	None
Pm3	24556926	hk_hk1822	scaffold168	925429	76.571	<hkxhk>	None	None	None
Pm4	17992	fheter_103829	scaffold322	165664	0	<nnxnp>	None	None	None
Pm4	173847	mheter_112196	scaffold322	9809	20.369	<lmxll>	None	None	None
Pm4	198792	fheter_106848	scaffold549	405608	2.125	<nnxnp>	None	None	None
Pm4	538703	mheter_108644	scaffold549	65697	22.972	<lmxll>	Pm012928	536579	539206
Pm4	584913	fheter_108772	scaffold549	19487	4.081	<nnxnp>	None	None	None
Pm4	610815	fheter_98903	scaffold442	6317	5.476	<nnxnp>	None	None	None
Pm4	662175	mheter_111291	scaffold442	57677	23.65	<lmxll>	None	None	None
Pm4	1033127	fheter_109420	scaffold442	428629	8.443	<nnxnp>	None	None	None
Pm4	1267894	mheter_117731	scaffold442	663396	25.106	<lmxll>	Pm013030	1267461	1270603
Pm4	1567343	mheter_117511	scaffold442	962845	26.91	<lmxll>	None	None	None
Pm4	1785306	fheter_104295	scaffold442	1180808	12.068	<nnxnp>	Pm013114	1784890	1789305
Pm4	1915007	mheter_108094	scaffold442	1310509	26.103	<lmxll>	Pm013126	1910319	1915781
Pm4	2065956	fheter_109755	scaffold57	45125	14.204	<nnxnp>	None	None	None
Pm4	2302990	fheter_108760	scaffold57	282159	17.464	<nnxnp>	None	None	None
Pm4	2658789	fheter_99765	scaffold57	637958	18.581	<nnxnp>	None	None	None
Pm4	2990843	fheter_107310	scaffold57	970012	20.356	<nnxnp>	None	None	None
Pm4	3148232	mheter_115782	scaffold57	1127401	29.094	<lmxll>	Pm013306	3147048	3149280
Pm4	3361665	hk_hk676	scaffold57	1340834	26.621	<hkxhk>	None	None	None
Pm4	3666884	fheter_103140	scaffold57	1646053	23.488	<nnxnp>	Pm013373	3666417	3667070
Pm4	3726051	mheter_109125	scaffold57	1705220	30.475	<lmxll>	Pm013381	3724406	3726189
Pm4	3756381	fheter_103807	scaffold496	413883	25.256	<nnxnp>	None	None	None
Pm4	4111899	fheter_103714	scaffold496	58365	28.183	<nnxnp>	None	None	None
Pm4	4160653	mheter_108079	scaffold496	9611	32.687	<lmxll>	Pm013444	4160311	4167491
Pm4	4177358	mheter_114450	scaffold111	6996	32.269	<lmxll>	None	None	None
Pm4	4393796	mheter_112449	scaffold111	223434	33.194	<lmxll>	Pm013481	4388979	4398882
Pm4	4512010	fheter_102855	scaffold111	341648	30.672	<nnxnp>	Pm013496	4508979	4512972
Pm4	4551369	fheter_101600	scaffold652	343163	33.699	<nnxnp>	None	None	None
Pm4	4770347	mheter_113062	scaffold652	124185	33.624	<lmxll>	None	None	None
Pm4	4889518	mheter_116709	scaffold652	5014	34.248	<lmxll>	None	None	None
Pm4	4914513	fheter_100480	scaffold365	250876	31.701	<nnxnp>	None	None	None
Pm4	5014678	hk_hk493	scaffold365	150711	34.058	<hkxhk>	None	None	None
Pm4	5088094	mheter_113176	scaffold365	77295	35.898	<lmxll>	None	None	None
Pm4	5192932	hk_hk807	scaffold242	27445	35.31	<hkxhk>	None	None	None
Pm4	5257473	hk_hk2329	scaffold242	91986	34.77	<hkxhk>	None	None	None
Pm4	5333229	fheter_98733	scaffold242	167742	32.984	<nnxnp>	None	None	None
Pm4	5378044	fheter_106702	scaffold685	308598	35.033	<nnxnp>	None	None	None
Pm4	5553682	fheter_106249	scaffold685	132960	35.914	<nnxnp>	None	None	None
Pm4	5642190	mheter_109048	scaffold685	44452	37.175	<lmxll>	None	None	None
Pm4	5720411	mheter_106204	scaffold574	33671	38.042	<lmxll>	None	None	None
Pm4	5732541	mheter_109574	scaffold574	45801	38.953	<lmxll>	None	None	None
Pm4	5785037	fheter_101360	scaffold574	98297	39.241	<nnxnp>	None	None	None
Pm4	5822228	mheter_113738	scaffold2450	10367	39.274	<lmxll>	Pm013664	5819843	5823889
Pm4	5822259	hk_hk2100	scaffold2450	10398	39.757	<hkxhk>	Pm013664	5819843	5823889
Pm4	5845282	hk_hk1468	scaffold572	12333	38.513	<hkxhk>	Pm013666	5840232	5850582
Pm4	6002597	fheter_106460	scaffold572	169648	38.718	<nnxnp>	Pm013693	6001563	6009354
Pm4	6083799	fheter_102918	scaffold572	250850	38.067	<nnxnp>	None	None	None
Pm4	6148430	mheter_106371	scaffold88	18116	38.743	<lmxll>	Pm013713	6135332	6150492
Pm4	6361462	fheter_106414	scaffold88	231148	39.96	<nnxnp>	None	None	None
Pm4	6459362	fheter_98907	scaffold88	329048	40.707	<nnxnp>	None	None	None
Pm4	6518425	fheter_107507	scaffold211	476896	40.423	<nnxnp>	None	None	None
Pm4	6549712	hk_hk890	scaffold211	445609	40.283	<hkxhk>	None	None	None
Pm4	6844598	fheter_110155	scaffold211	150723	42.14	<nnxnp>	Pm013801	6843682	6845838
Pm4	6982512	mheter_109545	scaffold211	12809	42.708	<lmxll>	None	None	None
Pm4	7083151	mheter_109171	scaffold165	861620	44.152	<lmxll>	None	None	None
Pm4	7212073	fheter_98713	scaffold165	732698	41.739	<nnxnp>	None	None	None
Pm4	7508260	fheter_107650	scaffold165	436511	42.852	<nnxnp>	Pm013876	7507633	7510692
Pm4	7809194	fheter_107250	scaffold165	135577	43.035	<nnxnp>	None	None	None
Pm4	7941050	fheter_101015	scaffold165	3721	43.538	<nnxnp>	None	None	None
Pm4	8068133	fheter_102343	scaffold120	123264	43.874	<nnxnp>	Pm013947	8067658	8070528
Pm4	8148496	fheter_99104	scaffold120	203627	44.748	<nnxnp>	Pm013963	8148335	8149306
Pm4	8148528	fheter_107362	scaffold120	203659	44.432	<nnxnp>	Pm013963	8148335	8149306
Pm4	8286884	fheter_108152	scaffold314	51518	44.608	<nnxnp>	None	None	None
Pm4	8462692	mheter_107821	scaffold314	227326	45.33	<lmxll>	None	None	None
Pm4	8655996	fheter_109067	scaffold314	420630	44.003	<nnxnp>	None	None	None
Pm4	8945470	hk_hk110	scaffold16	934038	45.509	<hkxhk>	None	None	None
Pm4	8945960	hk_hk746	scaffold16	933548	47.358	<hkxhk>	None	None	None
Pm4	9409937	fheter_107306	scaffold16	469571	46.384	<nnxnp>	None	None	None
Pm4	9719551	fheter_101584	scaffold16	159957	46.265	<nnxnp>	None	None	None
Pm4	9880564	hk_hk727	scaffold516	399664	48.618	<hkxhk>	None	None	None
Pm4	10033599	hk_hk2496	scaffold516	246629	48.047	<hkxhk>	Pm014153	10029518	10033851
Pm4	10114676	hk_hk2954	scaffold516	165552	47.835	<hkxhk>	None	None	None
Pm4	10340404	mheter_108927	scaffold231	102921	46.306	<lmxll>	None	None	None
Pm4	10399414	mheter_113847	scaffold231	43911	47.276	<lmxll>	None	None	None
Pm4	10458694	fheter_98297	scaffold306	201785	46.502	<nnxnp>	None	None	None
Pm4	10592587	fheter_109151	scaffold306	67892	46.735	<nnxnp>	None	None	None
Pm4	10643172	mheter_109810	scaffold306	17307	48.176	<lmxll>	None	None	None
Pm4	10667275	fheter_100785	scaffold698	6698	44.32	<nnxnp>	None	None	None
Pm4	10705806	mheter_113834	scaffold698	45229	46.974	<lmxll>	Pm014221	10704255	10708862
Pm4	10913635	fheter_101302	scaffold333	67513	47.231	<nnxnp>	None	None	None
Pm4	10999857	mheter_114435	scaffold333	153735	47.65	<lmxll>	None	None	None
Pm4	11016749	mheter_115711	scaffold1604	14059	47.549	<lmxll>	None	None	None
Pm4	11090748	fheter_100086	scaffold335	114657	47.575	<nnxnp>	Pm014272	11089168	11091629
Pm4	11157501	fheter_99095	scaffold335	47904	47.889	<nnxnp>	None	None	None
Pm4	11211483	mheter_112977	scaffold36	118991	48.309	<lmxll>	None	None	None
Pm4	11285654	fheter_99382	scaffold36	44820	46.966	<nnxnp>	None	None	None
Pm4	11340647	mheter_107321	scaffold382	87602	51.385	<lmxll>	None	None	None
Pm4	11425654	fheter_102916	scaffold382	2595	48.839	<nnxnp>	None	None	None
Pm4	11445650	hk_hk2441	scaffold606	47349	49.295	<hkxhk>	None	None	None
Pm4	11553278	hk_hk2533	scaffold200	1547	49.506	<hkxhk>	None	None	None
Pm4	11594674	hk_hk3334	scaffold592	73710	50.032	<hkxhk>	None	None	None
Pm4	11620445	fheter_98580	scaffold592	47939	48.45	<nnxnp>	None	None	None
Pm4	11668859	mheter_108125	scaffold961	13440	51.779	<lmxll>	None	None	None
Pm4	11699250	fheter_105885	scaffold395	566921	53.734	<nnxnp>	None	None	None
Pm4	11723865	fheter_99655	scaffold395	542306	56.404	<nnxnp>	None	None	None
Pm4	12181027	fheter_106937	scaffold395	85144	52.306	<nnxnp>	None	None	None
Pm4	12229182	fheter_105069	scaffold395	36989	52.443	<nnxnp>	Pm014377	12224215	12232195
Pm4	12308288	fheter_107718	scaffold457	42019	53.134	<nnxnp>	None	None	None
Pm4	12336391	mheter_109252	scaffold457	70122	53.675	<lmxll>	Pm014384	12335564	12339003
Pm4	12567666	mheter_107041	scaffold521	171014	52.233	<lmxll>	None	None	None
Pm4	12603630	mheter_107957	scaffold521	206978	53.002	<lmxll>	None	None	None
Pm4	13011597	fheter_105076	scaffold521	614945	50.417	<nnxnp>	None	None	None
Pm4	13092332	mheter_116535	scaffold521	695680	53.926	<lmxll>	None	None	None
Pm4	13137110	fheter_101555	scaffold255	196968	51.105	<nnxnp>	None	None	None
Pm4	13233476	hk_hk1119	scaffold255	100602	52.047	<hkxhk>	None	None	None
Pm4	13319003	mheter_113306	scaffold255	15075	54.224	<lmxll>	None	None	None
Pm4	13334462	mheter_113150	scaffold1635	5302	55.022	<lmxll>	None	None	None
Pm4	13407732	mheter_109258	scaffold1009	8868	55.389	<lmxll>	None	None	None
Pm4	13492588	fheter_104147	scaffold329	810465	55.524	<nnxnp>	None	None	None
Pm4	13812456	mheter_112878	scaffold329	490597	55.943	<lmxll>	Pm014556	13811036	13812595
Pm4	14067460	mheter_106793	scaffold329	235593	56.644	<lmxll>	None	None	None
Pm4	14228759	mheter_113028	scaffold329	74294	57.868	<lmxll>	Pm014618	14218207	14235174
Pm4	14309808	fheter_109684	scaffold1417	12852	58.213	<nnxnp>	None	None	None
Pm4	14327247	hk_hk132	scaffold1301	8637	59.986	<hkxhk>	None	None	None
Pm4	14354136	mheter_112877	scaffold213	141740	60.381	<lmxll>	None	None	None
Pm4	15174109	hk_hk1077	scaffold43	678135	57.392	<hkxhk>	None	None	None
Pm4	15520616	mheter_108747	scaffold43	1024642	59.63	<lmxll>	Pm014806	15517395	15524117
Pm4	15912668	fheter_109709	scaffold43	1416694	60.926	<nnxnp>	None	None	None
Pm4	15980496	fheter_103207	scaffold43	1484522	60.535	<nnxnp>	Pm014875	15976169	15981022
Pm4	16094370	mheter_108532	scaffold157	8774	61.041	<lmxll>	None	None	None
Pm4	16373406	hk_hk2426	scaffold157	287810	61.502	<hkxhk>	None	None	None
Pm4	16463722	fheter_104132	scaffold157	378126	62.732	<nnxnp>	Pm014944	16462080	16469252
Pm4	16558313	hk_hk679	scaffold345	263984	63.993	<hkxhk>	Pm014952	16555634	16559748
Pm4	16753727	fheter_103991	scaffold345	68570	67.92	<nnxnp>	None	None	None
Pm4	16792207	mheter_106380	scaffold345	30090	62.527	<lmxll>	None	None	None
Pm4	16855683	hk_hk2015	scaffold50	33288	63.508	<hkxhk>	Pm015012	16855329	16857540
Pm4	16969066	mheter_113275	scaffold50	146671	61.328	<lmxll>	Pm015028	16966403	16969180
Pm4	17201914	mheter_109063	scaffold50	379519	63.643	<lmxll>	None	None	None
Pm4	17203715	mheter_107978	scaffold50	381320	61.894	<lmxll>	None	None	None
Pm4	17387502	hk_hk1242	scaffold10	151574	65.661	<hkxhk>	None	None	None
Pm4	17533433	mheter_110087	scaffold10	297505	64.889	<lmxll>	Pm015114	17532186	17533469
Pm4	17714961	fheter_100745	scaffold10	479033	67.182	<nnxnp>	None	None	None
Pm4	17799326	mheter_112508	scaffold10	563398	62.827	<lmxll>	None	None	None
Pm4	17816350	mheter_113432	scaffold789	15854	67.504	<lmxll>	Pm015165	17815599	17818519
Pm4	17868683	mheter_116142	scaffold343	36381	68.452	<lmxll>	None	None	None
Pm4	17881315	hk_hk2549	scaffold343	49013	69.619	<hkxhk>	None	None	None
Pm4	17933388	mheter_106545	scaffold263	39274	65.482	<lmxll>	None	None	None
Pm4	17997191	mheter_111871	scaffold263	103077	66.284	<lmxll>	None	None	None
Pm4	18322078	hk_hk562	scaffold263	427964	66.585	<hkxhk>	None	None	None
Pm4	18592681	fheter_108957	scaffold263	698567	76.21	<nnxnp>	Pm015284	18592577	18595237
Pm4	18650552	fheter_105946	scaffold270	11465	71.839	<nnxnp>	None	None	None
Pm4	18731770	hk_hk714	scaffold270	92683	70.732	<hkxhk>	Pm015307	18730751	18732928
Pm4	18908950	hk_hk1635	scaffold270	269863	71.363	<hkxhk>	Pm015346	18908583	18911342
Pm4	19066058	fheter_99426	scaffold270	426971	74.129	<nnxnp>	None	None	None
Pm4	19067538	mheter_111568	scaffold270	428451	73.05	<lmxll>	None	None	None
Pm4	19174270	fheter_104591	scaffold31	1018671	77.36	<nnxnp>	None	None	None
Pm4	19216813	mheter_107295	scaffold31	976128	76.157	<lmxll>	None	None	None
Pm4	19462700	mheter_108487	scaffold31	730241	72.005	<lmxll>	None	None	None
Pm4	19680281	fheter_104340	scaffold31	512660	75.27	<nnxnp>	None	None	None
Pm4	19868288	fheter_103970	scaffold31	324653	72.741	<nnxnp>	Pm015497	19866647	19868401
Pm4	20159299	hk_hk2117	scaffold31	33642	73.753	<hkxhk>	None	None	None
Pm4	20188648	fheter_101115	scaffold31	4293	73.337	<nnxnp>	None	None	None
Pm4	20220150	fheter_109234	scaffold125	27111	37.221	<nnxnp>	None	None	None
Pm4	20460506	hk_hk3070	scaffold125	267467	84.824	<hkxhk>	None	None	None
Pm4	20881464	mheter_110166	scaffold125	688425	80.825	<lmxll>	Pm015673	20877930	20882729
Pm4	21107125	hk_hk2094	scaffold125	914086	83.162	<hkxhk>	Pm015724	21106242	21107395
Pm4	21433778	fheter_98219	scaffold125	1240739	87.748	<nnxnp>	None	None	None
Pm4	21847321	mheter_116347	scaffold125	1654282	78.838	<lmxll>	None	None	None
Pm4	22018540	hk_hk537	scaffold125	1825501	79.914	<hkxhk>	None	None	None
Pm4	22222167	mheter_111553	scaffold125	2029128	74.876	<lmxll>	Pm015941	22221907	22223991
Pm4	22633532	fheter_100632	scaffold125	2440493	81.284	<nnxnp>	None	None	None
Pm4	22891007	mheter_107039	scaffold125	2697968	74.462	<lmxll>	None	None	None
Pm4	23121379	hk_hk1056	scaffold254	57221	85.971	<hkxhk>	None	None	None
Pm4	23135262	fheter_100381	scaffold254	71104	91.941	<nnxnp>	None	None	None
Pm4	23461166	fheter_100230	scaffold254	397008	89.011	<nnxnp>	None	None	None
Pm4	23695508	mheter_108110	scaffold254	631350	81.819	<lmxll>	Pm016219	23694320	23700184
Pm4	23755622	mheter_108654	scaffold786	43111	86.392	<lmxll>	Pm016225	23745479	23767836
Pm4	23832890	mheter_109337	scaffold786	120379	84.075	<lmxll>	Pm016242	23831013	23835961
Pm4	23912022	mheter_111136	scaffold786	199511	82.645	<lmxll>	Pm016256	23911014	23918405
Pm5	82150	mheter_112652	scaffold588	82150	18.206	<lmxll>	None	None	None
Pm5	138572	fheter_100284	scaffold588	138572	0	<nnxnp>	None	None	None
Pm5	188914	fheter_107587	scaffold651	26324	12.038	<nnxnp>	Pm016280	187547	191788
Pm5	313127	fheter_99744	scaffold651	150537	7.115	<nnxnp>	Pm016294	312247	316252
Pm5	446458	fheter_109226	scaffold651	283868	11.721	<nnxnp>	Pm016310	446340	446994
Pm5	488304	fheter_108375	scaffold319	26363	11.594	<nnxnp>	None	None	None
Pm5	550167	mheter_116240	scaffold319	88226	17.029	<lmxll>	None	None	None
Pm5	586389	mheter_107487	scaffold319	124448	17.469	<lmxll>	None	None	None
Pm5	744261	fheter_105470	scaffold153	396559	10.607	<nnxnp>	None	None	None
Pm5	1017779	fheter_106872	scaffold153	123041	11.306	<nnxnp>	None	None	None
Pm5	1123092	mheter_115562	scaffold153	17728	16.864	<lmxll>	Pm016406	1121335	1123423
Pm5	1170241	fheter_104003	scaffold324	129003	10.138	<nnxnp>	None	None	None
Pm5	1255544	fheter_106393	scaffold324	43700	8.718	<nnxnp>	None	None	None
Pm5	1301496	fheter_101909	scaffold404	39870	13.607	<nnxnp>	None	None	None
Pm5	1449762	fheter_104779	scaffold498	35935	14.467	<nnxnp>	Pm016438	1445168	1452190
Pm5	1455004	hk_hk488	scaffold498	30693	17.196	<hkxhk>	None	None	None
Pm5	1520582	hk_hk101	scaffold522	15148	14.705	<hkxhk>	None	None	None
Pm5	1593308	hk_hk1231	scaffold336	67544	19.206	<hkxhk>	None	None	None
Pm5	1629977	hk_hk29	scaffold336	30875	15.358	<hkxhk>	Pm016458	1624542	1637314
Pm5	1715795	fheter_107234	scaffold424	103128	15.677	<nnxnp>	None	None	None
Pm5	1901426	mheter_110203	scaffold453	365493	15.885	<lmxll>	None	None	None
Pm5	2040070	hk_hk2382	scaffold453	226849	17.843	<hkxhk>	None	None	None
Pm5	2126456	mheter_115598	scaffold453	140463	19.463	<lmxll>	None	None	None
Pm5	2347236	mheter_110308	scaffold160	77712	18.915	<lmxll>	None	None	None
Pm5	2349561	mheter_117470	scaffold160	75387	19.914	<lmxll>	Pm016532	2348730	2349867
Pm5	2441554	mheter_107817	scaffold1544	18349	20.175	<lmxll>	None	None	None
Pm5	2564437	fheter_104380	scaffold195	284306	13.228	<nnxnp>	None	None	None
Pm5	2784217	mheter_107975	scaffold195	64526	20.272	<lmxll>	None	None	None
Pm5	2890045	mheter_114144	scaffold973	16252	20.424	<lmxll>	None	None	None
Pm5	2900108	mheter_113266	scaffold973	6189	20.59	<lmxll>	Pm016589	2897117	2902392
Pm5	2912426	mheter_111470	scaffold518	6031	20.742	<lmxll>	None	None	None
Pm5	2928071	mheter_114708	scaffold518	21676	20.833	<lmxll>	None	None	None
Pm5	2941669	mheter_117734	scaffold1457	9990	20.887	<lmxll>	None	None	None
Pm5	2967052	mheter_115095	scaffold1416	13828	21.127	<lmxll>	Pm016595	2966727	2969739
Pm5	2983712	fheter_103624	scaffold1119	15810	21.983	<nnxnp>	Pm016597	2983292	2983817
Pm5	3012018	fheter_106314	scaffold625	12398	22.791	<nnxnp>	None	None	None
Pm5	3185767	fheter_100473	scaffold625	186147	20.986	<nnxnp>	Pm016616	3184231	3186714
Pm5	3339332	fheter_104211	scaffold625	339712	22.956	<nnxnp>	None	None	None
Pm5	3346027	fheter_99161	scaffold731	33170	23.115	<nnxnp>	None	None	None
Pm5	3374895	fheter_106485	scaffold731	4302	22.077	<nnxnp>	Pm016636	3367594	3376141
Pm5	3382597	fheter_102352	scaffold2554	986	23.53	<nnxnp>	Pm016637	3381552	3383530
Pm5	3426939	hk_hk2249	scaffold1070	74772	23.672	<hkxhk>	None	None	None
Pm5	3461614	hk_hk2034	scaffold1070	40097	24.163	<hkxhk>	None	None	None
Pm5	3516338	hk_hk1923	scaffold441	14529	23.994	<hkxhk>	Pm016655	3516105	3534366
Pm5	3548541	mheter_109433	scaffold441	46732	23.655	<lmxll>	Pm016658	3544488	3550462
Pm5	3781470	mheter_111369	scaffold441	279661	23.911	<lmxll>	None	None	None
Pm5	3889355	mheter_114441	scaffold3	21022	21.462	<lmxll>	None	None	None
Pm5	3959899	fheter_107334	scaffold3	91566	18.468	<nnxnp>	None	None	None
Pm5	4371068	hk_hk2592	scaffold3	502735	24.302	<hkxhk>	None	None	None
Pm5	4393400	mheter_110863	scaffold1066	8126	24.698	<lmxll>	None	None	None
Pm5	4452885	mheter_110169	scaffold1077	10839	26.272	<lmxll>	None	None	None
Pm5	4459788	fheter_104384	scaffold1077	3936	24.702	<nnxnp>	None	None	None
Pm5	4481949	mheter_110038	scaffold994	42520	25.055	<lmxll>	None	None	None
Pm5	4485548	fheter_100181	scaffold994	38921	23.337	<nnxnp>	None	None	None
Pm5	4524654	hk_hk1447	scaffold2236	3222	25.218	<hkxhk>	None	None	None
Pm5	4528551	hk_hk1570	scaffold1243	7325	25.37	<hkxhk>	None	None	None
Pm5	4553687	mheter_108625	scaffold45	408207	25.507	<lmxll>	None	None	None
Pm5	4588233	mheter_116211	scaffold45	373661	25.961	<lmxll>	None	None	None
Pm5	4946648	hk_hk2402	scaffold45	15246	24.872	<hkxhk>	Pm016816	4944183	4947330
Pm5	5105512	hk_hk1624	scaffold44	170624	26.301	<hkxhk>	None	None	None
Pm5	5260550	hk_hk1227	scaffold44	15586	24.502	<hkxhk>	None	None	None
Pm5	5291218	mheter_114947	scaffold544	339010	27.794	<lmxll>	None	None	None
Pm5	5416306	mheter_112044	scaffold544	213922	26.854	<lmxll>	Pm016860	5415190	5416777
Pm5	5586812	fheter_106820	scaffold544	43416	28.28	<nnxnp>	None	None	None
Pm5	5655759	mheter_110516	scaffold140	106402	28.747	<lmxll>	None	None	None
Pm5	5655846	hk_hk1225	scaffold140	106315	26.947	<hkxhk>	None	None	None
Pm5	5779417	mheter_117519	scaffold71	438639	27.751	<lmxll>	None	None	None
Pm5	5866282	mheter_115252	scaffold71	351774	27.483	<lmxll>	None	None	None
Pm5	6205977	mheter_108918	scaffold71	12079	28.322	<lmxll>	Pm016943	6204293	6208267
Pm5	6225473	mheter_113503	scaffold302	92096	27.567	<lmxll>	None	None	None
Pm5	6246777	mheter_115801	scaffold302	70792	27.056	<lmxll>	None	None	None
Pm5	6471155	fheter_100625	scaffold234	153488	27.213	<nnxnp>	None	None	None
Pm5	6520090	fheter_100706	scaffold234	202423	27.567	<nnxnp>	Pm016972	6510659	6526863
Pm5	6918457	mheter_118001	scaffold234	600790	27.866	<lmxll>	Pm017010	6917138	6919861
Pm5	7159273	mheter_113215	scaffold85	205353	28.2	<lmxll>	None	None	None
Pm5	7253147	mheter_107687	scaffold85	299227	28.41	<lmxll>	Pm017037	7243743	7260479
Pm5	7275823	hk_hk1660	scaffold85	321903	27.933	<hkxhk>	None	None	None
Pm5	7283187	fheter_105157	scaffold1396	46279	28.854	<nnxnp>	None	None	None
Pm5	7505754	mheter_106695	scaffold218	176190	33.768	<lmxll>	None	None	None
Pm5	7544094	mheter_109744	scaffold218	214530	29.108	<lmxll>	None	None	None
Pm5	7718127	mheter_106799	scaffold218	388563	29.59	<lmxll>	None	None	None
Pm5	7782977	mheter_113103	scaffold297	198719	29.674	<lmxll>	None	None	None
Pm5	8039117	mheter_110975	scaffold370	317539	30.947	<lmxll>	None	None	None
Pm5	8220476	fheter_107817	scaffold370	136180	29.802	<nnxnp>	None	None	None
Pm5	8347780	mheter_111986	scaffold370	8876	29.379	<lmxll>	Pm017131	8334921	8353332
Pm5	8416505	mheter_108901	scaffold261	59751	30.034	<lmxll>	Pm017139	8414749	8422802
Pm5	8507989	mheter_111626	scaffold261	151235	30.264	<lmxll>	None	None	None
Pm5	8538321	fheter_100844	scaffold631	173203	30.326	<nnxnp>	None	None	None
Pm5	8664394	fheter_102317	scaffold631	47130	29.28	<nnxnp>	None	None	None
Pm5	8731550	mheter_109448	scaffold1311	15142	29.813	<lmxll>	None	None	None
Pm5	8738276	mheter_118094	scaffold1311	8416	30.557	<lmxll>	Pm017175	8734209	8742922
Pm5	8797926	fheter_100168	scaffold476	51136	30.746	<nnxnp>	None	None	None
Pm5	8997744	fheter_107456	scaffold476	250954	31.172	<nnxnp>	Pm017199	8996120	8999771
Pm5	9061260	mheter_115730	scaffold300	371738	31.068	<lmxll>	None	None	None
